FID,id,logradouro_id,nome,metrica,comprimento,numero_porta_minimo,numero_porta_maximo,class_viaria,pavimentacao,agua,esgoto,galeria,sarjeta,iluminacao,arborizacao,quant_autonomas,quant_autonomas_prediais,quant_autonomas_territoriais,quant_autonomas_residenciais,quant_autonomas_nao_residenciais,quant_lotes,quant_quadras,data_criacao,data_alteracao,the_geom
trechos_logradouros.fid--5ab48429_18b14a67085_5e3d,125714,3613,RUA DR PAULO DE MELLO MACHADO,260,44.27,517,680,Local,Asfalto,Com,Com,Com,Com,Com,Sem,5,5,1,4,1,5,5,2013-05-17,2013-05-17,"MULTILINESTRING ((547698.8499770919 9578558.871474558, 547684.3069275153 9578517.060207024))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e3e,134263,4781,RUA CESARINA BATISTA,80,82.84,,,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((543612.9809249372 9579379.817740412, 543603.3297609042 9579365.027021978, 543562.6769135122 9579314.084615218))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e3f,134362,6101,RUA DARIL MONTEIRO,80,4.07,,,Local,Pedra rust,Com,Com,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((554529.5678733713 9572945.628448637, 554527.1244681332 9572942.370574987))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e40,134364,7860,RUA PIQUIÁ,80,97.1,,,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,3,3,2013-05-17,2013-05-17,"MULTILINESTRING ((554715.0154518911 9582084.658792943, 554720.8152811644 9582085.921761516, 554788.006190081 9582068.008625245, 554797.2879937893 9582069.209799841, 554809.1677131281 9582072.264574014))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e41,109945,5964,RUA SDO 11 (LOT. ITAMBE),100,148,,,Local,Paralelep.,Sem,Sem,Sem,Com,Com,Sem,6,1,5,1,0,7,7,2013-05-17,2016-11-30,"MULTILINESTRING ((559617.3923662144 9575969.96621612, 559745.4346669483 9576044.189999076))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e42,119553,10874,RUA BENEDITO ALVES,40,53.92,,,Local,Sem,Com,Com,Sem,Sem,Com,Com,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((552777.4786904814 9574706.400361916, 552776.8408484053 9574697.0453448, 552763.4299966951 9574654.564837147))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e43,119601,4118,RUA FRANCISCO ALVES PEREIRA,20,46.5,16,16,Local,Asfalto,Com,Com,Com,Com,Com,Com,11,3,8,2,1,9,9,2013-05-17,2014-11-14,"MULTILINESTRING ((558044.3003445095 9588602.063742658, 558065.9740898107 9588599.228780193, 558070.8974246458 9588599.126210717, 558076.1541102771 9588597.972304117, 558089.8519123337 9588593.745680219))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e44,135767,463,RUA BANDEIRA DE MELO,120,36.33,567,752,Local,Asfalto,Com,Com,Com,Com,Com,Com,8,8,0,7,1,9,9,2013-05-17,2013-05-17,"MULTILINESTRING ((552820.5260519112 9581342.801128954, 552784.913300862 9581349.984257363))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e45,132101,34452,RUA LUIZ GOMES DE FREITAS,200,51.44,,,Local,Pedra rust,Sem,Sem,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((543364.2347295305 9577799.23184784, 543318.259675297 9577822.306780001))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e46,107272,7581,RUA 5 (MANUEL DIAS BRANCO),220,14.4,,,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,1,0,1,0,0,1,1,2013-05-17,2013-05-17,"MULTILINESTRING ((558938.8383181761 9584291.05144518, 558934.4003447524 9584277.348228995))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e47,132679,2364,RUA MÁRIO MAMEDE,220,38.96,126,989,Local,Asfalto,Com,Com,Com,Com,Com,Com,2,2,0,1,1,3,3,2013-05-17,2014-11-06,"MULTILINESTRING ((552312.2980071846 9585329.306340711, 552282.8385519112 9585354.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e48,144081,6152,RUA LUIZ FERNANDES,40,143.1,420,420,Local,Paralelep.,Com,Com,Com,Com,Com,Sem,1,1,0,1,0,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((556024.2883030957 9574977.423802871, 555881.7129209696 9574989.66119943))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e49,132685,1607,RUA DR HUGO ROCHA,220,150.11,,,Local,Pedra rust,Com,Com,Com,Com,Com,Com,2,2,0,1,1,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((547747.9010519112 9589072.801128954, 547763.17952102 9589057.236632923, 547812.5260519112 9588938.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e4a,114855,4494,RUA MARCELINO LOPES,80,91.61,0,475,Local,Asfalto,Com,Com,Com,Com,Com,Com,4,4,0,3,1,8,8,2013-05-17,2014-11-06,"MULTILINESTRING ((558001.4795820883 9580736.618286103, 558092.7672935057 9580744.354532832))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e4b,144087,4282,RUA 505 (CONJ. CEARÁ II),40,72.39,1048,1048,Local,Pedra rust,Com,Com,Com,Com,Com,Sem,0,0,0,0,0,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((543481.1912246859 9583288.874457, 543419.40524226 9583326.598571682))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e4c,144089,4622,RUA PORTO CALVO,40,121.78,8,671,Local,Asfalto,Com,Com,Com,Com,Com,Sem,22,20,4,18,2,25,25,2013-05-17,2014-11-06,"MULTILINESTRING ((546576.8316429965 9583490.102139818, 546523.9947474482 9583380.378664102))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e4d,135959,1900,RUA JOAQUIM SÁ,120,113.3,518,2760,Local,Asfalto,Com,Com,Com,Com,Com,Com,11,11,0,4,7,13,13,2013-05-17,2014-11-06,"MULTILINESTRING ((554668.6672338772 9585662.087549489, 554776.3674765949 9585626.901898053))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e4e,135965,3032,RUA PRO RAIMUNDO VITOR,120,61.09,345,2344,Local,Asfalto,Com,Com,Com,Com,Com,Com,14,15,0,13,2,14,14,2013-05-17,2014-11-06,"MULTILINESTRING ((548254.5885519112 9586603.801128954, 548265.8769261292 9586543.763561578))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e4f,135969,2030,RUA DR JOSÉ VITOR,120,100.77,413,662,Local,Asfalto,Com,Com,Com,Com,Com,Com,4,4,0,4,0,6,6,2013-05-17,2014-11-06,"MULTILINESTRING ((552632.337988299 9585746.244644037, 552532.3385519112 9585733.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e50,121588,574,RUA FRANCISCO UCHOA,20,117.29,339,1276,Local,Asfalto,Com,Com,Com,Com,Com,Com,38,37,5,33,4,42,42,2013-05-17,2014-11-06,"MULTILINESTRING ((546711.4635519112 9587383.801128954, 546688.4010519112 9587390.801128954, 546659.4635519112 9587402.801128954, 546650.2135519112 9587404.801128954, 546597.9010519112 9587407.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e51,144117,6110,RUA FRANCISCA NOGUEIRA RAMOS,20,301.41,71,2430,Local,Pedra rust,Com,Com,Com,Com,Com,Sem,327,322,5,317,5,18,18,2013-05-17,2014-11-06,"MULTILINESTRING ((554855.7677114889 9579218.522193592, 554870.3132726479 9579249.857918924, 554987.7628478233 9579331.629415605, 554995.9621577885 9579330.299797771, 555062.6292736063 9579236.05418182))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e52,132723,5699,RUA JOSÉ BELCHIOR,220,48.91,,,Local,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((557999.1859184303 9576704.42816291, 558047.399158164 9576696.208009582))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e53,107675,198,RUA AMÂNCIO FILOMENO,220,29.82,,,Local,Asfalto,Com,Com,Sem,Sem,Com,Sem,1,0,0,1,0,3,3,2013-05-17,2013-05-17,"MULTILINESTRING ((558768.453456409 9589882.205180585, 558772.1237166928 9589871.942185033, 558778.581662257 9589862.61404144, 558784.4537205313 9589857.833276123))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e54,132342,8283,RUA DAS CARAVELAS,220,26.06,,,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((546503.5427643607 9591414.5166657, 546485.2365419512 9591433.05758327))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e55,110349,7878,RUA DOM GUIDO,100,35.92,,,Local,Pedra rust,Sem,Sem,Sem,Sem,Sem,Sem,1,0,1,0,0,1,1,2013-05-17,2013-05-17,"MULTILINESTRING ((559494.4422644606 9582567.636670027, 559529.6672486408 9582574.681666866))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e56,109803,32125,RUA STA TEREZINHA DO MENINO JESUS E DA SAGRADA FACE,60,38.18,,,Arterial I,Asfalto,Com,Sem,Sem,Com,Com,Com,0,0,0,0,0,0,0,2013-05-17,2018-09-21,"MULTILINESTRING ((555840.9384260976 9585213.25722909, 555843.4364940576 9585175.160180235))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e57,153483,977,RUA CUIABÁ,340,35.64,992,992,Local,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,1,1,2013-05-17,2018-11-12,"MULTILINESTRING ((546258.0651177788 9583659.617601637, 546289.6469979158 9583643.104200259))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e58,108653,5652,RUA AMÉLIA ALVES BEZERRA,140,174.77,903,903,Local,Sem,Sem,Com,Sem,Com,Com,Sem,2,1,1,1,0,3,3,2013-05-17,2019-03-11,"MULTILINESTRING ((550672.9946248989 9578171.357603274, 550627.1365300354 9578209.779250322, 550586.1979869956 9578297.991864715, 550580.8757579707 9578314.870933909))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e59,110356,9224,RUA PORTO DAS ROSAS,100,82.53,810,810,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,1,1,2013-05-17,2013-05-17,"MULTILINESTRING ((544341.3627585423 9584716.093140965, 544260.3360014898 9584731.775739105))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e5a,110373,6103,RUA FLORESTA,100,36.32,,,Local,Sem,Com,Com,Sem,Sem,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((554872.3176530622 9573062.571202869, 554848.5566335123 9573035.09815935))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e5b,119569,232,RUA ANA GONÇALVES,20,54.95,,,Local,Asfalto,Com,Com,Com,Com,Com,Com,1,26,3,22,4,25,25,2013-05-17,2016-03-22,"MULTILINESTRING ((553565.9000000004 9584406.6654, 553589.5864809288 9584399.956548475, 553594.3717166103 9584397.689857889, 553605.6422059127 9584394.100931128, 553618.4129451753 9584390.724285124))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e5c,110398,9225,RUA 31 DE ABRIL,100,23.49,,,Local,Asfalto,Com,Sem,Sem,Com,Com,Com,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((553047.2344532642 9579877.572957788, 553026.6365678984 9579888.8598678))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e5d,119574,4544,RUA RIBEIRÃO NOVO,20,36.67,25,5017,Local,Asfalto,Com,Com,Com,Com,Com,Com,1,1,0,1,0,3,3,2013-05-17,2013-05-17,"MULTILINESTRING ((546996.2048481103 9590446.16271235, 546982.936492559 9590411.974468166))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e5e,110550,1878,RUA JOAQUIM FELÍCIO,100,80.91,6,529,Local,Pedra rust,Com,Com,Com,Sem,Com,Sem,18,18,1,18,0,15,15,2013-05-17,2013-05-17,"MULTILINESTRING ((556547.9878919122 9576616.67430453, 556605.5435618474 9576604.261886701, 556626.8897581146 9576598.806747654))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e5f,107375,5923,RUA JOAQUIM MACHADO,240,53.39,,,Local,Asfalto,Sem,Com,Com,Com,Com,Sem,0,0,0,0,0,1,1,2013-05-17,2013-05-17,"MULTILINESTRING ((556934.6905990546 9573233.87303158, 556987.2647056424 9573243.161742993))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e60,125162,7033,RUA JATAY,240,35.39,,,Local,Sem,Sem,Com,Sem,Sem,Com,Com,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((545891.4183866198 9576908.700581469, 545863.5589117968 9576930.532711597))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e61,125218,33147,RUA IMPERATRIZ,240,59.78,,,Local,Sem,Com,Com,Sem,Sem,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((547541.571411116 9590548.612857768, 547528.31202958 9590525.95040502, 547513.8916816585 9590500.34698601, 547511.4313549513 9590497.014644774))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e62,125227,34531,RUA ANA PAULA BASTOS PIRES,240,80.32,,,Local,Sem,Com,Sem,Sem,Sem,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((540752.3508130887 9580560.067728179, 540764.8388653481 9580639.415151013))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e63,144136,11095,RUA H (LOT EXPEDICIONARIOS II),20,168.71,10,390,Local,Asfalto,Com,Com,Com,Com,Com,Sem,42,38,6,35,3,35,35,2013-05-17,2014-11-06,"MULTILINESTRING ((549592.5552556623 9579656.45688946, 549556.4160202271 9579555.267030243, 549533.4901927481 9579498.460669547))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e64,120282,8178,VILA LINDOLFO FREIRE,20,81.71,378,445,Local,Asfalto,Com,Sem,Com,Com,Com,Sem,45,46,0,46,0,41,41,2013-05-17,2014-11-06,"MULTILINESTRING ((546021.3748219569 9587558.296665683, 545946.7881594893 9587524.928948263))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e65,124027,560,RUA BOA-NOITE,20,158.21,25,1937,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,118,115,9,114,4,105,105,2013-05-17,2017-11-21,"MULTILINESTRING ((550699.4552706019 9583156.174521405, 550670.718067858 9583163.46722718, 550633.3478782815 9583176.71235766, 550614.5839434309 9583180.812040906, 550591.5626452108 9583188.065326646, 550583.2135519112 9583192.801128954, 550568.974967334 9583204.26695947, 550558.883439347 9583211.441405147, 550553.6011551664 9583211.993285585))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e66,112777,4037,RUA ITAJAÍ,80,79,634,1449,Local,Pedra rust,Com,Com,Com,Com,Com,Com,26,27,0,26,1,28,28,2013-05-17,2014-11-06,"MULTILINESTRING ((544965.4635519112 9582059.801128954, 544944.7217998874 9581983.573550126))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e67,144173,9507,TRAVESSA FREITAS LIMA,20,67.22,39,39,Local,Asfalto,Com,Com,Com,Com,Com,Sem,1,1,0,1,0,2,2,2013-05-17,2014-11-06,"MULTILINESTRING ((545055.9851406339 9582749.351352656, 545074.7306453367 9582764.29342162, 545110.591610855 9582788.472405948))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e68,144175,8286,RUA DOS SEIXAS,20,100.33,31,303,Local,Asfalto,Com,Com,Com,Com,Com,Sem,29,29,0,22,7,25,25,2013-05-17,2014-11-06,"MULTILINESTRING ((546847.2399537554 9591361.575317219, 546804.8094034444 9591270.664304517))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e69,127591,1890,RUA JOAQUIM MAGALHÃES,400,51.07,384,384,Local,Asfalto,Com,Com,Com,Com,Com,Com,0,0,14,0,0,16,16,2013-05-17,2014-11-06,"MULTILINESTRING ((552661.8050831206 9586520.280299408, 552710.3055435572 9586504.269781087))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e6a,111134,1600,RUA CEL HONÓRIO VIEIRA,120,49.94,510,555,Local,Paralelep.,Com,Com,Com,Com,Com,Com,9,8,4,8,0,9,9,2013-05-17,2014-11-06,"MULTILINESTRING ((556996.8396483025 9581258.507962273, 556989.7372124968 9581209.077720102))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e6b,141659,8429,AVENIDA MONTE PASCOAL,20,81.35,216,5295,Coletora,Sem,Com,Sem,Sem,Sem,Com,Sem,19,17,7,13,4,24,24,2013-05-17,2017-11-07,"MULTILINESTRING ((544285.0142027712 9579533.010287395, 544356.0429879813 9579493.35829565))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e6c,134171,9104,RUA STA LUZIA DA PAUPINA,100,29.12,,,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((557903.0000538526 9574410.266047439, 557905.3690102817 9574381.24633118))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e6d,135907,2283,RUA DOM MANUEL DE MEDEIROS,120,100.2,230,379,Local,Asfalto,Com,Com,Com,Com,Com,Com,14,13,1,11,2,15,15,2013-05-17,2018-11-12,"MULTILINESTRING ((550324.9635519112 9587090.801128954, 550226.7760519112 9587070.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e6e,135947,1723,RUA PRO JACINTO BOTELHO,120,234.35,1600,1600,Local,Pedra rust,Com,Com,Com,Com,Com,Com,20,5,33,0,5,25,25,2013-05-17,2020-02-10,"MULTILINESTRING ((556177.714682338 9583616.31012187, 556208.13883995 9583670.53060223, 556261.541722269 9583757.28964152, 556299.908010417 9583816.19997765))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e6f,113335,34648,RUA CANAL NORTE,100,22.93,,,Local,Pedra rust,Com,Sem,Sem,Sem,Com,Sem,1,1,0,1,0,1,1,2013-05-17,2013-05-17,"MULTILINESTRING ((543410.6684658615 9580356.477302037, 543398.2834074514 9580337.182305828))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e70,113516,32436,RUA FLAVIA CAMILY DE OLIVEIRA,100,25.83,,,Local,Pedra rust,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((557590.5599587641 9574785.383766824, 557591.2361464408 9574759.561437245))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e71,113710,1363,RUA FRANCISCO VASCONCELOS,100,72.35,,,Local,Asfalto,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((548823.6971412699 9579346.439012349, 548789.726380835 9579282.564413503))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e72,153440,3323,RUA SOUSA CARVALHO,480,65.17,85,2961,Local,Pedra rust,Com,Com,Com,Com,Com,Com,42,35,10,31,4,39,39,2013-05-17,2013-05-17,"MULTILINESTRING ((543486.6150356292 9582393.154502071, 543423.4700194654 9582409.255838096))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e73,153442,1418,RUA GERALDO BARBOSA,480,39.6,728,2798,Local,Pedra rust,Com,Com,Com,Com,Com,Com,1,2,0,2,0,3,3,2013-05-17,2013-05-17,"MULTILINESTRING ((542922.6567366668 9581275.526297789, 542885.1555417436 9581288.232463969))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e74,153201,5458,RUA NENÉM ARRUDA,240,12.82,,,Local,Asfalto,Com,Com,Com,Com,Com,Com,1,0,1,0,0,1,1,2013-05-17,2014-11-14,"MULTILINESTRING ((557926.9921618954 9577737.43227323, 557936.8975793805 9577729.2956803))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e75,122161,33319,VILA FEIJO,20,44.03,,,Local,Asfalto,Com,Com,Sem,Com,Com,Sem,1,1,0,1,0,1,1,2013-05-17,2014-11-06,"MULTILINESTRING ((549083.2574041095 9588685.940293686, 549083.7335874038 9588692.789263884, 549084.1736899299 9588715.142594766, 549083.4553711192 9588729.93439176))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e76,132742,686,RUA CANUTO DE AGUIAR,220,110.45,291,1220,Local,Asfalto,Com,Com,Com,Com,Com,Com,59,59,0,38,21,9,9,2013-05-17,2014-11-06,"MULTILINESTRING ((556348.0669831088 9587527.225411521, 556452.9101610715 9587492.477541717))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e77,148008,6037,AVENIDA JOÃO DE ARAUJO LIMA,640,134.06,1631,1695,Arterial I,Asfalto,Com,Com,Com,Com,Com,Com,3,3,0,0,3,3,3,2013-05-17,2017-11-07,"MULTILINESTRING ((548714.9254348493 9576001.576283535, 548686.2537904497 9575870.620392008))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e78,132748,2396,RUA MATOS VASCONCELLOS,220,97.56,20,151,Local,Asfalto,Com,Com,Com,Com,Com,Com,16,17,0,13,4,16,16,2013-05-17,2014-11-06,"MULTILINESTRING ((549054.2150860031 9584401.044533674, 549114.4940763928 9584477.750777334))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e79,135931,2832,RUA PEDRO WILSON (ITAPERI),120,42.14,116,159,Local,Asfalto,Com,Com,Com,Com,Com,Com,7,8,0,4,4,5,5,2013-05-17,2014-11-06,"MULTILINESTRING ((550287.4551552907 9580991.673831306, 550247.233334074 9581004.243150434))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e7a,153014,33134,RUA STA RITA (BARRA DO CEARÁ),240,48.72,353,353,Local,Asfalto,Com,Com,Com,Com,Com,Sem,2,2,0,1,1,2,2,2013-05-17,2013-05-17,"MULTILINESTRING ((546207.2727229823 9591228.520192884, 546212.8570780539 9591180.12244893))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e7b,109748,1129,RUA EDSON MARTINS,160,48.31,850,876,Local,Pedra rust,Com,Com,Com,Com,Com,Com,25,25,1,23,2,9,9,2013-05-17,2013-05-17,"MULTILINESTRING ((544493.4807677543 9581025.573730793, 544447.511444396 9581040.414323691))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e7c,124863,32968,RUA JOSÉ BASTOS,620,46.57,167,5312,Local,Asfalto,Com,Com,Com,Com,Com,Com,8,8,0,6,2,6,6,2013-05-17,2014-11-14,"MULTILINESTRING ((548717.2849772343 9584230.395634184, 548713.554744665 9584211.725577854, 548711.0237528473 9584202.774509229, 548705.8685413997 9584185.286494572))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e7d,135748,5774,RUA TIBÚRCIO PEREIRA,120,12.03,0,42,Local,Pedra rust,Com,Com,Com,Com,Com,Com,1,1,0,1,0,2,2,2013-05-17,2013-05-17,"MULTILINESTRING ((554502.8510464402 9580058.820293346, 554509.7711866703 9580048.980447173))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e7e,125656,2228,RUA LUÍS GUIMARÃES,260,37.39,,,Local,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((547385.3413590669 9588721.920900986, 547352.5763750306 9588739.931523878))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e7f,125660,1914,RUA JORGE ACÚRCIO,260,31.43,6,1123,Local,Asfalto,Com,Com,Com,Com,Com,Com,4,4,0,2,2,10,10,2013-05-17,2013-05-17,"MULTILINESTRING ((551773.3250343212 9583261.543390807, 551761.2967858047 9583232.504072947))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e80,125669,2842,RUA PERDIGÃO DE OLIVEIRA,260,23.83,1018,1018,Local,Asfalto,Com,Com,Com,Com,Com,Com,0,1,0,1,0,3,3,2013-05-17,2013-05-17,"MULTILINESTRING ((546732.3494418354 9582811.700531306, 546711.379324682 9582823.01292088))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e81,113456,748,RUA CARVALHO JÚNIOR,100,10.11,373,381,Local,Asfalto,Com,Com,Com,Com,Com,Com,2,2,0,1,1,2,2,2013-05-17,2018-12-07,"MULTILINESTRING ((554112.6510519112 9584527.801128954, 554122.7135519112 9584528.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e82,131987,1075,RUA DOMINGOS ALVES RIBEIRO,200,74.23,121,1280,Coletora,Sem,Com,Sem,Sem,Sem,Com,Sem,7,6,1,5,1,7,7,2013-05-17,2019-07-09,"MULTILINESTRING ((553860.0140354572 9575509.926348247, 553839.0369342609 9575483.347549167, 553813.9962537976 9575455.341156825, 553812.4242992036 9575453.020652426))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e83,114501,6062,RUA JUREMA,60,63.22,1852,1879,Local,Asfalto,Com,Sem,Sem,Com,Com,Sem,0,0,0,0,0,4,4,2013-05-17,2013-05-17,"MULTILINESTRING ((553383.2760519112 9575288.801128954, 553335.1510519112 9575329.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e84,129912,6801,RUA STO AGOSTINHO,160,72.69,1345,1612,Local,Pedra rust,Sem,Com,Com,Com,Com,Sem,7,5,2,3,2,6,6,2013-05-17,2013-05-17,"MULTILINESTRING ((544084.0092813489 9579203.224580595, 544033.6510519112 9579150.801128954))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e85,135842,775,RUA CATÃO MAMEDE,120,114.26,655,1688,Local,Asfalto,Com,Com,Com,Com,Com,Com,0,0,0,0,0,4,4,2013-05-17,2014-11-06,"MULTILINESTRING ((554650.5066888863 9586751.104304887, 554759.1081471932 9586715.59141543))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e86,135843,7164,RUA DO CARANGUEIJO,120,115.6,100,2657,Local,Asfalto,Com,Com,Sem,Com,Com,Com,32,32,0,30,2,32,32,2013-05-17,2014-11-06,"MULTILINESTRING ((544236.6683110094 9587494.562385311, 544125.1368208136 9587524.951583482))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e87,132785,2595,RUA NOVA ESPERANÇA (DIAS MACÊDO),80,113.27,110,561,Local,Pedra rust,Com,Com,Com,Com,Com,Com,4,3,1,3,0,6,6,2013-05-17,2014-11-06,"MULTILINESTRING ((553124.4529127113 9581742.666707307, 553012.9880577135 9581762.803042522))"
trechos_logradouros.fid--5ab48429_18b14a67085_5e88,133923,36088,RUA ARCA VERDE (GENIBAU),100,98.04,,,Local,Sem,Com,Sem,Sem,Sem,Com,Sem,0,0,0,0,0,0,0,2013-05-17,2013-05-17,"MULTILINESTRING ((543806.0765920517 9584731.953081576, 543805.8445913438 9584751.689938882, 543810.2697062688 9584785.444303896, 543812.5337185562 9584796.455636382, 543817.7821106768 9584804.482589038, 543826.5294308777 9584816.008469773, 543830.4521333618 9584824.063804373))"
